Covid,Electricity,Season,State,Time,WeekTime,Value
Yes,Regional Reference Price,Autumn,Tasmania,20:00:00,Weekday,23.18909091
Yes,Electricity Demand,Autumn,Tasmania,20:30:00,Weekday,1201.338909
Yes,Regional Reference Price,Autumn,Tasmania,20:30:00,Weekday,25.65163636
Yes,Electricity Demand,Autumn,Tasmania,21:00:00,Weekday,1177.630909
Yes,Regional Reference Price,Autumn,Tasmania,21:00:00,Weekday,28.13981818
Yes,Electricity Demand,Autumn,Tasmania,21:30:00,Weekday,1146.706727
Yes,Regional Reference Price,Autumn,Tasmania,21:30:00,Weekday,23.24472727
Yes,Electricity Demand,Autumn,Tasmania,22:00:00,Weekday,1112.086
Yes,Regional Reference Price,Autumn,Tasmania,22:00:00,Weekday,22.40436364
Yes,Electricity Demand,Autumn,Tasmania,22:30:00,Weekday,1076.825091
Yes,Regional Reference Price,Autumn,Tasmania,22:30:00,Weekday,25.21418182
Yes,Electricity Demand,Autumn,Tasmania,23:00:00,Weekday,1047.340909
Yes,Regional Reference Price,Autumn,Tasmania,23:00:00,Weekday,26.66709091
Yes,Electricity Demand,Autumn,Tasmania,23:30:00,Weekday,1026.499091
Yes,Regional Reference Price,Autumn,Tasmania,23:30:00,Weekday,30.16454546
Yes,Electricity Demand,Autumn,Tasmania,00:00:00,Weekend,1007.808182
Yes,Regional Reference Price,Autumn,Tasmania,00:00:00,Weekend,32.27272727
Yes,Electricity Demand,Autumn,Tasmania,00:30:00,Weekend,986.9759091
Yes,Regional Reference Price,Autumn,Tasmania,00:30:00,Weekend,24.91
Yes,Electricity Demand,Autumn,Tasmania,01:00:00,Weekend,970.6595455
Yes,Regional Reference Price,Autumn,Tasmania,01:00:00,Weekend,28.15045455
Yes,Electricity Demand,Autumn,Tasmania,01:30:00,Weekend,958.4031818
Yes,Regional Reference Price,Autumn,Tasmania,01:30:00,Weekend,37.58863636
Yes,Electricity Demand,Autumn,Tasmania,02:00:00,Weekend,947.0031818
Yes,Regional Reference Price,Autumn,Tasmania,02:00:00,Weekend,22.16454546
Yes,Electricity Demand,Autumn,Tasmania,02:30:00,Weekend,943.615
Yes,Regional Reference Price,Autumn,Tasmania,02:30:00,Weekend,23.09863636
Yes,Electricity Demand,Autumn,Tasmania,03:00:00,Weekend,942.9472727
Yes,Regional Reference Price,Autumn,Tasmania,03:00:00,Weekend,30.65681818
Yes,Electricity Demand,Autumn,Tasmania,03:30:00,Weekend,942.4731818
Yes,Regional Reference Price,Autumn,Tasmania,03:30:00,Weekend,21.77772727
Yes,Electricity Demand,Autumn,Tasmania,04:00:00,Weekend,936.9354545
Yes,Regional Reference Price,Autumn,Tasmania,04:00:00,Weekend,21.05818182
Yes,Electricity Demand,Autumn,Tasmania,04:30:00,Weekend,943.6118182
Yes,Regional Reference Price,Autumn,Tasmania,04:30:00,Weekend,21.10727273
Yes,Electricity Demand,Autumn,Tasmania,05:00:00,Weekend,953.3231818
Yes,Regional Reference Price,Autumn,Tasmania,05:00:00,Weekend,19.17363636
Yes,Electricity Demand,Autumn,Tasmania,05:30:00,Weekend,961.3536364
Yes,Regional Reference Price,Autumn,Tasmania,05:30:00,Weekend,21.49772727
Yes,Electricity Demand,Autumn,Tasmania,06:00:00,Weekend,975.5040909
Yes,Regional Reference Price,Autumn,Tasmania,06:00:00,Weekend,23.08090909
Yes,Electricity Demand,Autumn,Tasmania,06:30:00,Weekend,994.5627273
Yes,Regional Reference Price,Autumn,Tasmania,06:30:00,Weekend,25.20772727
Yes,Electricity Demand,Autumn,Tasmania,07:00:00,Weekend,1016.121818
Yes,Regional Reference Price,Autumn,Tasmania,07:00:00,Weekend,26.745
Yes,Electricity Demand,Autumn,Tasmania,07:30:00,Weekend,1039.019545
Yes,Regional Reference Price,Autumn,Tasmania,07:30:00,Weekend,30.66181818
Yes,Electricity Demand,Autumn,Tasmania,08:00:00,Weekend,1077.691818
Yes,Regional Reference Price,Autumn,Tasmania,08:00:00,Weekend,55.72909091
Yes,Electricity Demand,Autumn,Tasmania,08:30:00,Weekend,1105.806818
Yes,Regional Reference Price,Autumn,Tasmania,08:30:00,Weekend,43.365
Yes,Electricity Demand,Autumn,Tasmania,09:00:00,Weekend,1128.524545
Yes,Regional Reference Price,Autumn,Tasmania,09:00:00,Weekend,36.43090909
Yes,Electricity Demand,Autumn,Tasmania,09:30:00,Weekend,1137.779091
Yes,Regional Reference Price,Autumn,Tasmania,09:30:00,Weekend,39.56545455
Yes,Electricity Demand,Autumn,Tasmania,10:00:00,Weekend,1131.803636
Yes,Regional Reference Price,Autumn,Tasmania,10:00:00,Weekend,35.19136364
Yes,Electricity Demand,Autumn,Tasmania,10:30:00,Weekend,1109.511364
Yes,Regional Reference Price,Autumn,Tasmania,10:30:00,Weekend,22.64772727
Yes,Electricity Demand,Autumn,Tasmania,11:00:00,Weekend,1097.357273
Yes,Regional Reference Price,Autumn,Tasmania,11:00:00,Weekend,25.13318182
Yes,Electricity Demand,Autumn,Tasmania,11:30:00,Weekend,1085.111364
Yes,Regional Reference Price,Autumn,Tasmania,11:30:00,Weekend,24.79136364
Yes,Electricity Demand,Autumn,Tasmania,12:00:00,Weekend,1073.156364
Yes,Regional Reference Price,Autumn,Tasmania,12:00:00,Weekend,28.675
Yes,Electricity Demand,Autumn,Tasmania,12:30:00,Weekend,1069.89
Yes,Regional Reference Price,Autumn,Tasmania,12:30:00,Weekend,34.355
Yes,Electricity Demand,Autumn,Tasmania,13:00:00,Weekend,1057.85
Yes,Regional Reference Price,Autumn,Tasmania,13:00:00,Weekend,30.11363636
Yes,Electricity Demand,Autumn,Tasmania,13:30:00,Weekend,1047.646364
Yes,Regional Reference Price,Autumn,Tasmania,13:30:00,Weekend,39.02136364
Yes,Electricity Demand,Autumn,Tasmania,14:00:00,Weekend,1036.467273
Yes,Regional Reference Price,Autumn,Tasmania,14:00:00,Weekend,31.69
Yes,Electricity Demand,Autumn,Tasmania,14:30:00,Weekend,1043.201818
Yes,Regional Reference Price,Autumn,Tasmania,14:30:00,Weekend,36.78636364
Yes,Electricity Demand,Autumn,Tasmania,15:00:00,Weekend,1049.235909
Yes,Regional Reference Price,Autumn,Tasmania,15:00:00,Weekend,27.60863636
Yes,Electricity Demand,Autumn,Tasmania,15:30:00,Weekend,1069.093636
Yes,Regional Reference Price,Autumn,Tasmania,15:30:00,Weekend,29.51772727
Yes,Electricity Demand,Autumn,Tasmania,16:00:00,Weekend,1089.824091
Yes,Regional Reference Price,Autumn,Tasmania,16:00:00,Weekend,30.46045455
Yes,Electricity Demand,Autumn,Tasmania,16:30:00,Weekend,1117.209545
Yes,Regional Reference Price,Autumn,Tasmania,16:30:00,Weekend,34.99409091
Yes,Electricity Demand,Autumn,Tasmania,17:00:00,Weekend,1174.615
Yes,Regional Reference Price,Autumn,Tasmania,17:00:00,Weekend,35.36636364
Yes,Electricity Demand,Autumn,Tasmania,17:30:00,Weekend,1232.756818
Yes,Regional Reference Price,Autumn,Tasmania,17:30:00,Weekend,38.02818182
Yes,Electricity Demand,Autumn,Tasmania,18:00:00,Weekend,1272.195
Yes,Regional Reference Price,Autumn,Tasmania,18:00:00,Weekend,44.09181818
Yes,Electricity Demand,Autumn,Tasmania,18:30:00,Weekend,1273.215909
Yes,Regional Reference Price,Autumn,Tasmania,18:30:00,Weekend,35.59818182
Yes,Electricity Demand,Autumn,Tasmania,19:00:00,Weekend,1262.79
Yes,Regional Reference Price,Autumn,Tasmania,19:00:00,Weekend,29.05954546
Yes,Electricity Demand,Autumn,Tasmania,19:30:00,Weekend,1240.058182
Yes,Regional Reference Price,Autumn,Tasmania,19:30:00,Weekend,27.18772727
Yes,Electricity Demand,Autumn,Tasmania,20:00:00,Weekend,1219.256364
Yes,Regional Reference Price,Autumn,Tasmania,20:00:00,Weekend,27.87727273
Yes,Electricity Demand,Autumn,Tasmania,20:30:00,Weekend,1193.096818
Yes,Regional Reference Price,Autumn,Tasmania,20:30:00,Weekend,27.94
Yes,Electricity Demand,Autumn,Tasmania,21:00:00,Weekend,1173.823182
Yes,Regional Reference Price,Autumn,Tasmania,21:00:00,Weekend,28.15136364
Yes,Electricity Demand,Autumn,Tasmania,21:30:00,Weekend,1148.549545
Yes,Regional Reference Price,Autumn,Tasmania,21:30:00,Weekend,35.24318182
Yes,Electricity Demand,Autumn,Tasmania,22:00:00,Weekend,1121.555455
Yes,Regional Reference Price,Autumn,Tasmania,22:00:00,Weekend,30.43636364
Yes,Electricity Demand,Autumn,Tasmania,22:30:00,Weekend,1088.813636
Yes,Regional Reference Price,Autumn,Tasmania,22:30:00,Weekend,27.92636364
Yes,Electricity Demand,Autumn,Tasmania,23:00:00,Weekend,1056.488182
Yes,Regional Reference Price,Autumn,Tasmania,23:00:00,Weekend,29.28818182
Yes,Electricity Demand,Autumn,Tasmania,23:30:00,Weekend,1030.866818
Yes,Regional Reference Price,Autumn,Tasmania,23:30:00,Weekend,26.23909091
Yes,Electricity Demand,Autumn,Victoria,00:00:00,Weekday,4768.100909
Yes,Regional Reference Price,Autumn,Victoria,00:00:00,Weekday,45.98727273
Yes,Electricity Demand,Autumn,Victoria,00:30:00,Weekday,4576.913091
Yes,Regional Reference Price,Autumn,Victoria,00:30:00,Weekday,41.48127273
Yes,Electricity Demand,Autumn,Victoria,01:00:00,Weekday,4419.931636
Yes,Regional Reference Price,Autumn,Victoria,01:00:00,Weekday,39.01890909
Yes,Electricity Demand,Autumn,Victoria,01:30:00,Weekday,4292.046727
Yes,Regional Reference Price,Autumn,Victoria,01:30:00,Weekday,35.66472727
Yes,Electricity Demand,Autumn,Victoria,02:00:00,Weekday,4127.965455
Yes,Regional Reference Price,Autumn,Victoria,02:00:00,Weekday,30.71690909
Yes,Electricity Demand,Autumn,Victoria,02:30:00,Weekday,3991.461273
Yes,Regional Reference Price,Autumn,Victoria,02:30:00,Weekday,26.53381818
Yes,Electricity Demand,Autumn,Victoria,03:00:00,Weekday,3898.177818
Yes,Regional Reference Price,Autumn,Victoria,03:00:00,Weekday,23.76490909
Yes,Electricity Demand,Autumn,Victoria,03:30:00,Weekday,3847.068727
Yes,Regional Reference Price,Autumn,Victoria,03:30:00,Weekday,21.07418182
Yes,Electricity Demand,Autumn,Victoria,04:00:00,Weekday,3828.954545
Yes,Regional Reference Price,Autumn,Victoria,04:00:00,Weekday,20.86109091
Yes,Electricity Demand,Autumn,Victoria,04:30:00,Weekday,3865.373636
Yes,Regional Reference Price,Autumn,Victoria,04:30:00,Weekday,22.71618182
Yes,Electricity Demand,Autumn,Victoria,05:00:00,Weekday,3932.406727
Yes,Regional Reference Price,Autumn,Victoria,05:00:00,Weekday,25.27963636
Yes,Electricity Demand,Autumn,Victoria,05:30:00,Weekday,4119.862909
Yes,Regional Reference Price,Autumn,Victoria,05:30:00,Weekday,31.70236364
Yes,Electricity Demand,Autumn,Victoria,06:00:00,Weekday,4323.125455
Yes,Regional Reference Price,Autumn,Victoria,06:00:00,Weekday,34.22581818
Yes,Electricity Demand,Autumn,Victoria,06:30:00,Weekday,4653.34
Yes,Regional Reference Price,Autumn,Victoria,06:30:00,Weekday,39.67563636
Yes,Electricity Demand,Autumn,Victoria,07:00:00,Weekday,4923.419455
Yes,Regional Reference Price,Autumn,Victoria,07:00:00,Weekday,48.16581818
Yes,Electricity Demand,Autumn,Victoria,07:30:00,Weekday,5060.061818
Yes,Regional Reference Price,Autumn,Victoria,07:30:00,Weekday,46.96109091
Yes,Electricity Demand,Autumn,Victoria,08:00:00,Weekday,5231.348182
Yes,Regional Reference Price,Autumn,Victoria,08:00:00,Weekday,47.596
Yes,Electricity Demand,Autumn,Victoria,08:30:00,Weekday,5333.496364
Yes,Regional Reference Price,Autumn,Victoria,08:30:00,Weekday,48.97181818
Yes,Electricity Demand,Autumn,Victoria,09:00:00,Weekday,5300.742545
Yes,Regional Reference Price,Autumn,Victoria,09:00:00,Weekday,46.16
Yes,Electricity Demand,Autumn,Victoria,09:30:00,Weekday,5195.273455
Yes,Regional Reference Price,Autumn,Victoria,09:30:00,Weekday,45.74709091
Yes,Electricity Demand,Autumn,Victoria,10:00:00,Weekday,5039.688909
Yes,Regional Reference Price,Autumn,Victoria,10:00:00,Weekday,40.56836364
Yes,Electricity Demand,Autumn,Victoria,10:30:00,Weekday,4916.678
Yes,Regional Reference Price,Autumn,Victoria,10:30:00,Weekday,36.81072727
Yes,Electricity Demand,Autumn,Victoria,11:00:00,Weekday,4809.306
Yes,Regional Reference Price,Autumn,Victoria,11:00:00,Weekday,33.50090909
Yes,Electricity Demand,Autumn,Victoria,11:30:00,Weekday,4725.339455
Yes,Regional Reference Price,Autumn,Victoria,11:30:00,Weekday,31.36709091
Yes,Electricity Demand,Autumn,Victoria,12:00:00,Weekday,4681.809636
Yes,Regional Reference Price,Autumn,Victoria,12:00:00,Weekday,31.04363636
Yes,Electricity Demand,Autumn,Victoria,12:30:00,Weekday,4662.964545
Yes,Regional Reference Price,Autumn,Victoria,12:30:00,Weekday,33.324
Yes,Electricity Demand,Autumn,Victoria,13:00:00,Weekday,4663.110182
Yes,Regional Reference Price,Autumn,Victoria,13:00:00,Weekday,34.11381818
Yes,Electricity Demand,Autumn,Victoria,13:30:00,Weekday,4666.342727
Yes,Regional Reference Price,Autumn,Victoria,13:30:00,Weekday,32.52690909
Yes,Electricity Demand,Autumn,Victoria,14:00:00,Weekday,4673.805273
Yes,Regional Reference Price,Autumn,Victoria,14:00:00,Weekday,34.46509091
Yes,Electricity Demand,Autumn,Victoria,14:30:00,Weekday,4689.706545
Yes,Regional Reference Price,Autumn,Victoria,14:30:00,Weekday,35.33436364
Yes,Electricity Demand,Autumn,Victoria,15:00:00,Weekday,4735.573636
Yes,Regional Reference Price,Autumn,Victoria,15:00:00,Weekday,35.59109091
Yes,Electricity Demand,Autumn,Victoria,15:30:00,Weekday,4845.871455
Yes,Regional Reference Price,Autumn,Victoria,15:30:00,Weekday,39.02418182
Yes,Electricity Demand,Autumn,Victoria,16:00:00,Weekday,4982.067818
Yes,Regional Reference Price,Autumn,Victoria,16:00:00,Weekday,43.09509091
Yes,Electricity Demand,Autumn,Victoria,16:30:00,Weekday,5149.693818
Yes,Regional Reference Price,Autumn,Victoria,16:30:00,Weekday,46.89890909
Yes,Electricity Demand,Autumn,Victoria,17:00:00,Weekday,5374.795273
Yes,Regional Reference Price,Autumn,Victoria,17:00:00,Weekday,55.68072727
Yes,Electricity Demand,Autumn,Victoria,17:30:00,Weekday,5605.653636
Yes,Regional Reference Price,Autumn,Victoria,17:30:00,Weekday,65.87418182
Yes,Electricity Demand,Autumn,Victoria,18:00:00,Weekday,5844.371818
Yes,Regional Reference Price,Autumn,Victoria,18:00:00,Weekday,97.92254546
Yes,Electricity Demand,Autumn,Victoria,18:30:00,Weekday,5922.970727
Yes,Regional Reference Price,Autumn,Victoria,18:30:00,Weekday,80.78090909
Yes,Electricity Demand,Autumn,Victoria,19:00:00,Weekday,5853.926
Yes,Regional Reference Price,Autumn,Victoria,19:00:00,Weekday,59.96145455
Yes,Electricity Demand,Autumn,Victoria,19:30:00,Weekday,5681.456909
Yes,Regional Reference Price,Autumn,Victoria,19:30:00,Weekday,47.97090909
Yes,Electricity Demand,Autumn,Victoria,20:00:00,Weekday,5529.593091
Yes,Regional Reference Price,Autumn,Victoria,20:00:00,Weekday,45.59109091
Yes,Electricity Demand,Autumn,Victoria,20:30:00,Weekday,5362.835273
Yes,Regional Reference Price,Autumn,Victoria,20:30:00,Weekday,45.09527273
Yes,Electricity Demand,Autumn,Victoria,21:00:00,Weekday,5208.514545
Yes,Regional Reference Price,Autumn,Victoria,21:00:00,Weekday,42.34254546
Yes,Electricity Demand,Autumn,Victoria,21:30:00,Weekday,5056.809455
Yes,Regional Reference Price,Autumn,Victoria,21:30:00,Weekday,41.37763636
Yes,Electricity Demand,Autumn,Victoria,22:00:00,Weekday,4903.17
Yes,Regional Reference Price,Autumn,Victoria,22:00:00,Weekday,38.32618182
Yes,Electricity Demand,Autumn,Victoria,22:30:00,Weekday,4726.408
Yes,Regional Reference Price,Autumn,Victoria,22:30:00,Weekday,41.59890909
Yes,Electricity Demand,Autumn,Victoria,23:00:00,Weekday,4630.539273
Yes,Regional Reference Price,Autumn,Victoria,23:00:00,Weekday,38.21472727
Yes,Electricity Demand,Autumn,Victoria,23:30:00,Weekday,4788.948545
Yes,Regional Reference Price,Autumn,Victoria,23:30:00,Weekday,44.58218182
Yes,Electricity Demand,Autumn,Victoria,00:00:00,Weekend,4671.540909
Yes,Regional Reference Price,Autumn,Victoria,00:00:00,Weekend,43.40181818
Yes,Electricity Demand,Autumn,Victoria,00:30:00,Weekend,4476.431364
Yes,Regional Reference Price,Autumn,Victoria,00:30:00,Weekend,40.70727273
Yes,Electricity Demand,Autumn,Victoria,01:00:00,Weekend,4310.188182
Yes,Regional Reference Price,Autumn,Victoria,01:00:00,Weekend,39.48636364
Yes,Electricity Demand,Autumn,Victoria,01:30:00,Weekend,4169.456364
Yes,Regional Reference Price,Autumn,Victoria,01:30:00,Weekend,35.35863636
Yes,Electricity Demand,Autumn,Victoria,02:00:00,Weekend,3992.043636
Yes,Regional Reference Price,Autumn,Victoria,02:00:00,Weekend,29.00272727
Yes,Electricity Demand,Autumn,Victoria,02:30:00,Weekend,3841.017273
Yes,Regional Reference Price,Autumn,Victoria,02:30:00,Weekend,25.58045455
Yes,Electricity Demand,Autumn,Victoria,03:00:00,Weekend,3742.992273
Yes,Regional Reference Price,Autumn,Victoria,03:00:00,Weekend,19.605
Yes,Electricity Demand,Autumn,Victoria,03:30:00,Weekend,3659.690909
Yes,Regional Reference Price,Autumn,Victoria,03:30:00,Weekend,17.83636364
Yes,Electricity Demand,Autumn,Victoria,04:00:00,Weekend,3608.260909
Yes,Regional Reference Price,Autumn,Victoria,04:00:00,Weekend,18.54818182
Yes,Electricity Demand,Autumn,Victoria,04:30:00,Weekend,3597.606364
Yes,Regional Reference Price,Autumn,Victoria,04:30:00,Weekend,20.02
Yes,Electricity Demand,Autumn,Victoria,05:00:00,Weekend,3601.267273
Yes,Regional Reference Price,Autumn,Victoria,05:00:00,Weekend,19.99818182
Yes,Electricity Demand,Autumn,Victoria,05:30:00,Weekend,3655.913636
Yes,Regional Reference Price,Autumn,Victoria,05:30:00,Weekend,21.22590909
Yes,Electricity Demand,Autumn,Victoria,06:00:00,Weekend,3717.444545
Yes,Regional Reference Price,Autumn,Victoria,06:00:00,Weekend,24.12454546
Yes,Electricity Demand,Autumn,Victoria,06:30:00,Weekend,3846.640909
Yes,Regional Reference Price,Autumn,Victoria,06:30:00,Weekend,26.84727273
Yes,Electricity Demand,Autumn,Victoria,07:00:00,Weekend,3964.267727
Yes,Regional Reference Price,Autumn,Victoria,07:00:00,Weekend,33.05090909
Yes,Electricity Demand,Autumn,Victoria,07:30:00,Weekend,4007.515
Yes,Regional Reference Price,Autumn,Victoria,07:30:00,Weekend,30.97681818
Yes,Electricity Demand,Autumn,Victoria,08:00:00,Weekend,4132.077727
Yes,Regional Reference Price,Autumn,Victoria,08:00:00,Weekend,31.25636364
Yes,Electricity Demand,Autumn,Victoria,08:30:00,Weekend,4232.990909
Yes,Regional Reference Price,Autumn,Victoria,08:30:00,Weekend,31.91954546
Yes,Electricity Demand,Autumn,Victoria,09:00:00,Weekend,4273.367273
Yes,Regional Reference Price,Autumn,Victoria,09:00:00,Weekend,31.94863636
Yes,Electricity Demand,Autumn,Victoria,09:30:00,Weekend,4267.007273
Yes,Regional Reference Price,Autumn,Victoria,09:30:00,Weekend,29.50318182
Yes,Electricity Demand,Autumn,Victoria,10:00:00,Weekend,4204.161364
Yes,Regional Reference Price,Autumn,Victoria,10:00:00,Weekend,21.97863636
Yes,Electricity Demand,Autumn,Victoria,10:30:00,Weekend,4138.019091
Yes,Regional Reference Price,Autumn,Victoria,10:30:00,Weekend,19.64681818
Yes,Electricity Demand,Autumn,Victoria,11:00:00,Weekend,4078.428182
Yes,Regional Reference Price,Autumn,Victoria,11:00:00,Weekend,19.90136364
Yes,Electricity Demand,Autumn,Victoria,11:30:00,Weekend,4003.739545
Yes,Regional Reference Price,Autumn,Victoria,11:30:00,Weekend,17.035
Yes,Electricity Demand,Autumn,Victoria,12:00:00,Weekend,3975.175
Yes,Regional Reference Price,Autumn,Victoria,12:00:00,Weekend,17.80136364
Yes,Electricity Demand,Autumn,Victoria,12:30:00,Weekend,3962.287273
Yes,Regional Reference Price,Autumn,Victoria,12:30:00,Weekend,17.28318182
Yes,Electricity Demand,Autumn,Victoria,13:00:00,Weekend,3933.674545
Yes,Regional Reference Price,Autumn,Victoria,13:00:00,Weekend,17.10590909
Yes,Electricity Demand,Autumn,Victoria,13:30:00,Weekend,3950.209091
Yes,Regional Reference Price,Autumn,Victoria,13:30:00,Weekend,16.45772727
Yes,Electricity Demand,Autumn,Victoria,14:00:00,Weekend,4005.163182
Yes,Regional Reference Price,Autumn,Victoria,14:00:00,Weekend,22.86772727
Yes,Electricity Demand,Autumn,Victoria,14:30:00,Weekend,4043.423636
Yes,Regional Reference Price,Autumn,Victoria,14:30:00,Weekend,22.67090909
Yes,Electricity Demand,Autumn,Victoria,15:00:00,Weekend,4108.243636
Yes,Regional Reference Price,Autumn,Victoria,15:00:00,Weekend,23.85136364
Yes,Electricity Demand,Autumn,Victoria,15:30:00,Weekend,4217.287273
Yes,Regional Reference Price,Autumn,Victoria,15:30:00,Weekend,28.66681818
Yes,Electricity Demand,Autumn,Victoria,16:00:00,Weekend,4387.314545
Yes,Regional Reference Price,Autumn,Victoria,16:00:00,Weekend,33.68
Yes,Electricity Demand,Autumn,Victoria,16:30:00,Weekend,4594.412727
Yes,Regional Reference Price,Autumn,Victoria,16:30:00,Weekend,36.88909091
Yes,Electricity Demand,Autumn,Victoria,17:00:00,Weekend,4874.259091
Yes,Regional Reference Price,Autumn,Victoria,17:00:00,Weekend,44.45136364
Yes,Electricity Demand,Autumn,Victoria,17:30:00,Weekend,5163.688636
Yes,Regional Reference Price,Autumn,Victoria,17:30:00,Weekend,58.43636364
Yes,Electricity Demand,Autumn,Victoria,18:00:00,Weekend,5452.804545
Yes,Regional Reference Price,Autumn,Victoria,18:00:00,Weekend,80.98318182
Yes,Electricity Demand,Autumn,Victoria,18:30:00,Weekend,5541.443636
Yes,Regional Reference Price,Autumn,Victoria,18:30:00,Weekend,63.21681818
Yes,Electricity Demand,Autumn,Victoria,19:00:00,Weekend,5498.729091
Yes,Regional Reference Price,Autumn,Victoria,19:00:00,Weekend,57.46454546
Yes,Electricity Demand,Autumn,Victoria,19:30:00,Weekend,5359.664545
Yes,Regional Reference Price,Autumn,Victoria,19:30:00,Weekend,49.07363636
Yes,Electricity Demand,Autumn,Victoria,20:00:00,Weekend,5202.685
Yes,Regional Reference Price,Autumn,Victoria,20:00:00,Weekend,45.95181818
Yes,Electricity Demand,Autumn,Victoria,20:30:00,Weekend,5054.257273
Yes,Regional Reference Price,Autumn,Victoria,20:30:00,Weekend,43.61772727
Yes,Electricity Demand,Autumn,Victoria,21:00:00,Weekend,4926.002727
Yes,Regional Reference Price,Autumn,Victoria,21:00:00,Weekend,40.11
Yes,Electricity Demand,Autumn,Victoria,21:30:00,Weekend,4815.780455
Yes,Regional Reference Price,Autumn,Victoria,21:30:00,Weekend,39.89181818
Yes,Electricity Demand,Autumn,Victoria,22:00:00,Weekend,4702.308182
Yes,Regional Reference Price,Autumn,Victoria,22:00:00,Weekend,37.48863636
Yes,Electricity Demand,Autumn,Victoria,22:30:00,Weekend,4550.960455
Yes,Regional Reference Price,Autumn,Victoria,22:30:00,Weekend,37.03954546
Yes,Electricity Demand,Autumn,Victoria,23:00:00,Weekend,4471.397273
Yes,Regional Reference Price,Autumn,Victoria,23:00:00,Weekend,34.76545455
Yes,Electricity Demand,Autumn,Victoria,23:30:00,Weekend,4633.31
Yes,Regional Reference Price,Autumn,Victoria,23:30:00,Weekend,40.25409091
No,Electricity Demand,Spring,New South Wales,00:00:00,Weekday,7276.662769
No,Regional Reference Price,Spring,New South Wales,00:00:00,Weekday,76.45884615
No,Electricity Demand,Spring,New South Wales,00:30:00,Weekday,7122.591654
No,Regional Reference Price,Spring,New South Wales,00:30:00,Weekday,70.10776923
No,Electricity Demand,Spring,New South Wales,01:00:00,Weekday,6951.031808
No,Regional Reference Price,Spring,New South Wales,01:00:00,Weekday,67.55676923
No,Electricity Demand,Spring,New South Wales,01:30:00,Weekday,6712.052846
No,Regional Reference Price,Spring,New South Wales,01:30:00,Weekday,64.71915385
No,Electricity Demand,Spring,New South Wales,02:00:00,Weekday,6501.216923
No,Regional Reference Price,Spring,New South Wales,02:00:00,Weekday,63.22038462
No,Electricity Demand,Spring,New South Wales,02:30:00,Weekday,6305.253192
No,Regional Reference Price,Spring,New South Wales,02:30:00,Weekday,61.42565385
No,Electricity Demand,Spring,New South Wales,03:00:00,Weekday,6180.231231
No,Regional Reference Price,Spring,New South Wales,03:00:00,Weekday,60.50069231
No,Electricity Demand,Spring,New South Wales,03:30:00,Weekday,6130.866
No,Regional Reference Price,Spring,New South Wales,03:30:00,Weekday,61.47696154
No,Electricity Demand,Spring,New South Wales,04:00:00,Weekday,6152.098385
No,Regional Reference Price,Spring,New South Wales,04:00:00,Weekday,61.79376923
No,Electricity Demand,Spring,New South Wales,04:30:00,Weekday,6311.408538
No,Regional Reference Price,Spring,New South Wales,04:30:00,Weekday,65.55130769
No,Electricity Demand,Spring,New South Wales,05:00:00,Weekday,6507.841231
No,Regional Reference Price,Spring,New South Wales,05:00:00,Weekday,68.21307692
No,Electricity Demand,Spring,New South Wales,05:30:00,Weekday,6927.810192
No,Regional Reference Price,Spring,New South Wales,05:30:00,Weekday,79.4945
No,Electricity Demand,Spring,New South Wales,06:00:00,Weekday,7323.670192
No,Regional Reference Price,Spring,New South Wales,06:00:00,Weekday,88.46319231
No,Electricity Demand,Spring,New South Wales,06:30:00,Weekday,7718.269308
No,Regional Reference Price,Spring,New South Wales,06:30:00,Weekday,97.77623077
No,Electricity Demand,Spring,New South Wales,07:00:00,Weekday,8013.853423
No,Regional Reference Price,Spring,New South Wales,07:00:00,Weekday,112.2948462
No,Electricity Demand,Spring,New South Wales,07:30:00,Weekday,8076.421808
No,Regional Reference Price,Spring,New South Wales,07:30:00,Weekday,84.28130769
No,Electricity Demand,Spring,New South Wales,08:00:00,Weekday,8075.342423
No,Regional Reference Price,Spring,New South Wales,08:00:00,Weekday,84.48796154
No,Electricity Demand,Spring,New South Wales,08:30:00,Weekday,8062.455885
No,Regional Reference Price,Spring,New South Wales,08:30:00,Weekday,84.28903846
No,Electricity Demand,Spring,New South Wales,09:00:00,Weekday,7974.965038
No,Regional Reference Price,Spring,New South Wales,09:00:00,Weekday,78.34080769
No,Electricity Demand,Spring,New South Wales,09:30:00,Weekday,7934.865077
No,Regional Reference Price,Spring,New South Wales,09:30:00,Weekday,78.49092308
No,Electricity Demand,Spring,New South Wales,10:00:00,Weekday,7885.562885
No,Regional Reference Price,Spring,New South Wales,10:00:00,Weekday,77.83703846
No,Electricity Demand,Spring,New South Wales,10:30:00,Weekday,7837.183577
No,Regional Reference Price,Spring,New South Wales,10:30:00,Weekday,77.86623077
No,Electricity Demand,Spring,New South Wales,11:00:00,Weekday,7797.385731
No,Regional Reference Price,Spring,New South Wales,11:00:00,Weekday,77.806
No,Electricity Demand,Spring,New South Wales,11:30:00,Weekday,7738.272538
No,Regional Reference Price,Spring,New South Wales,11:30:00,Weekday,74.76
No,Electricity Demand,Spring,New South Wales,12:00:00,Weekday,7721.764346
No,Regional Reference Price,Spring,New South Wales,12:00:00,Weekday,76.89196154
No,Electricity Demand,Spring,New South Wales,12:30:00,Weekday,7712.001192
